nom,dosage,substance,presentation,forme,statut
VADUET,10 MG / 10 MG,AMLODIPINE (BESILATE) // ATORVASTATINE (CALCIQUE TRIHYDRATEE),BOITE DE 7 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Non Commercialisé
VADUET,10 MG / 10 MG,AMLODIPINE (BESILATE) // ATORVASTATINE (CALCIQUE TRIHYDRATEE),BOITE DE 14 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Non Commercialisé
VADUET,10 MG / 10 MG,AMLODIPINE (BESILATE) // ATORVASTATINE (CALCIQUE TRIHYDRATEE),BOITE DE 21 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Non Commercialisé
VADUET,10 MG / 20 MG,AMLODIPINE (BESILATE) // ATORVASTATINE (CALCIQUE TRIHYDRATEE),BOITE DE 7 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Non Commercialisé
VADUET,10 MG / 20 MG,AMLODIPINE (BESILATE) // ATORVASTATINE (CALCIQUE TRIHYDRATEE),BOITE DE 14 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Non Commercialisé
VADUET,10 MG / 20 MG,AMLODIPINE (BESILATE) // ATORVASTATINE (CALCIQUE TRIHYDRATEE),BOITE DE 21 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Non Commercialisé
VAGIFEM,25 µG,ESTRADIOL,BOITE DE 15 CP AVEC APPLICATEURS,COMPRIME VAGINAL,Retiré du Marché
VALDOXAN,25 MG,AGOMELATINE,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VALDOXAN,25 MG,AGOMELATINE,BOITE DE 14,COMPRIME PELLICULE,Retiré du Marché
VALEX,500 MG,VALACICLOVIR,BOITE DE 14,COMPRIME ENROBE,Commercialisé
VALEX,500 MG,VALACICLOVIR,BOITE DE 42,COMPRIME ENROBE,Commercialisé
VALEX,500 MG,VALACICLOVIR,BOITE DE 7,COMPRIME ENROBE,Commercialisé
VALIUM,10 MG,DIAZEPAM,BOITE DE 30,COMPRIME SECABLE,Commercialisé AO
VALIUM,5 MG,DIAZEPAM,BOITE DE 40,COMPRIME SECABLE,Commercialisé
VALIUM GOUTTES,0.01,DIAZEPAM,SOLUTION BUVABLE EN FLACON DE 20 ML,SOLUTION BUVABLE,Commercialisé
VALMEP,10 MG / 160 MG,AMLODIPINE // VALSARTAN,BOITE DE 30,COMPRIMES PELLICULES,Commercialisé
VALMEP,5 MG / 160 MG,AMLODIPINE (BESILATE) // VALSARTAN,BOITE DE 30 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Commercialisé
VALMEP,5 MG / 80 MG,AMLODIPINE (BESILATE) // VALSARTAN,BOITE DE 30 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Commercialisé
VALMEP,5 MG / 160 MG,AMLODIPINE (BESILATE) // VALSARTAN,BOITE DE 10,COMPRIME PELLICULE,AMM Sans Prix
VALMEP,5 MG / 80 MG,AMLODIPINE (BESILATE) // VALSARTAN,BOITE DE 10,COMPRIME PELLICULE,AMM Sans Prix
VALMEP,10 MG / 160 MG,AMLODIPINE (BESILATE) // VALSARTAN,BOITE DE 10,COMPRIME PELLICULE,AMM Sans Prix
VALPAKINE,200 MG / ML,VALPROATE DE SODIUM,FLACON DE 40ML,SOLUTION BUVABLE,Commercialisé Export
VALPAKINE,"5,764 G / 100 ML",VALPROATE DE SODIUM,FLACON DE 150 ML,SOLUTION BUVABLE,Commercialisé AO
VALPHI,160 MG,VALSARTAN,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VALPHI,160 MG,VALSARTAN,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VALPHI,40 MG,VALSARTAN,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VALPHI,40 MG,VALSARTAN,BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
VALPHI,80 MG,VALSARTAN,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VALPHI,80 MG,VALSARTAN,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VALPHI PLUS,"160 MG / 12,5 MG",VALSARTAN // HYDROCHLOROTHIAZIDE,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VALPHI PLUS,"160 MG / 12,5 MG",VALSARTAN // HYDROCHLOROTHIAZIDE,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VALPHI PLUS,160 MG / 25 MG,VALSARTAN // HYDROCHLOROTHIAZIDE,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VALPHI PLUS,160 MG / 25 MG,VALSARTAN // HYDROCHLOROTHIAZIDE,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VALPHI PLUS,"80 MG / 12,5 MG",VALSARTAN // HYDROCHLOROTHIAZIDE,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VALPHI PLUS,"80 MG / 12,5 MG",VALSARTAN // HYDROCHLOROTHIAZIDE,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VALPRO COOPER,200 MG / ML,VALPROATE DE SODIUM,BOITE DE 1 FLACON DE 30 ML,SOLUTION BUVABLE,Non Commercialisé
VALPRO COOPER LP,500 MG,VALPROATE DE SODIUM,BOITE DE 10,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Non Commercialisé
VALPRO COOPER LP,500 MG,VALPROATE DE SODIUM,BOITE DE 30,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Commercialisé
VALPRO COOPER LP,500 MG,VALPROATE DE SODIUM,BOITE DE 60,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Commercialisé AO
VALPRO COOPER LP,500 MG,VALPROATE DE SODIUM,BOITE DE 90,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Non Commercialisé
VALPROATE DE SODIUM MYLAN LP,500 MG,VALPROATE DE SODIUM,BOITE DE 30,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Commercialisé AO
VALSARTAN MAPHAR,160 MG,VALSARTAN,BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
VALSARTAN MAPHAR,80 MG,VALSARTAN,BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
VALSARTAN WIN,160 MG,VALSARTAN,BOITE DE 14,COMPRIME PELLICULE,Retiré du Marché
VALSARTAN WIN,80 MG,VALSARTAN,BOITE DE 14,COMPRIME PELLICULE,Retiré du Marché
VALTERIO,10 MG,RIVAROXABAN,BOITE DE 10,COMPRIMES PELLICULES,Commercialisé
VALTERIO,15 MG,RIVAROXABAN,BOITE DE 14,COMPRIMES PELLICULES,Commercialisé
VALTERIO,15 MG,RIVAROXABAN,BOITE DE 28,COMPRIMES PELLICULES,Commercialisé
VALTERIO,15 MG,RIVAROXABAN,BOITE DE 42,COMPRIMES PELLICULES,Commercialisé
VALTERIO,20 MG,RIVAROXABAN,BOITE DE 14,COMPRIMES PELLICULES,Commercialisé
VALTERIO,20 MG,RIVAROXABAN,BOITE DE 28,COMPRIMES PELLICULES,Commercialisé
VALTERIO,20 MG,RIVAROXABAN,BOITE DE 56,COMPRIMES PELLICULES,Commercialisé
VALZAM,5 MG / 80 MG,AMLODIPINE // VALSARTAN,BOITES DE 30,COMPRIMES PELLICULES,AMM Sans Prix
VALZAM,5 MG / 160 MG,AMLODIPINE // VALSARTAN,BOITES DE 30,COMPRIMES PELLICULES,AMM Sans Prix
VALZAM,10 MG / 160 MG,AMLODIPINE // VALSARTAN,BOITES DE 30,COMPRIMES PELLICULES,AMM Sans Prix
VAMLO,5 MG,AMLODIPINE (BESILATE),BOITE DE 10,COMPRIMES SECABLES,Non Commercialisé
VAMLO,5 MG,AMLODIPINE (BESILATE),BOITE DE 20,COMPRIMES SECABLES,Non Commercialisé
VAMLO,5 MG,AMLODIPINE (BESILATE),BOITE DE 30,COMPRIMES SECABLES,Non Commercialisé
VANCOLAN,500 MG,VANCOMYCINE,BOITE DE 1 FLACON,POUDRE POUR SOLUTION POUR PERFUSION IV,Commercialisé
VANCOMYCINE MYLAN,1 G,VANCOMYCINE,BOITE DE 1 FLACON,POUDRE POUR PERFUSION (IV),Commercialisé
VANCOMYCINE MYLAN,125 MG,VANCOMYCINE,BOITE DE 1 FLACON,POUDRE SOLUTTION INJECTABLE PERFUSION (IV),Non Commercialisé
VANCOMYCINE MYLAN,250 MG,VANCOMYCINE,BOITE DE 1 FLACON,POUDRE POUR PERFUSION (IV),Commercialisé AO
VANCOMYCINE MYLAN,500 MG,VANCOMYCINE,BOITE DE 1 FLACON,POUDRE POUR PERFUSION (IV),Commercialisé
VANCOMYCINE NORMON,1 G,VANCOMYCINE,BOITE DE 1 FLACON,LYOPHYLISAT POUR PERFUSION IV,Non Commercialisé
VANCOMYCINE NORMON,1 G,VANCOMYCINE,BOITE DE 100 FL,LYOPHYLISAT POUR PERFUSION IV,Non Commercialisé
VANCOMYCINE NORMON,500 MG,VANCOMYCINE,BOITE DE 1 FLACON,LYOPHYLISAT POUR PERFUSION IV,Non Commercialisé
VANCOMYCINE NORMON,500 MG,VANCOMYCINE,BOITE DE 100 FL,LYOPHYLISAT POUR PERFUSION IV,Commercialisé AO
VANCOMYCINE SP,500 MG,VANCOMYCINE (CHLORHYDRATE),BOITE DE 1 FLACON,POUDRE POUR SOLUTION A DILUER POUR PERFUSION,Commercialisé
VANKOPOL,500 MG,VANCOMYCINE,FLACON UNITAIRE,POUDRE LYOPHILISEE POUR SOLUTION POUR PERFUSION IV ET USAGE ORAL,Non Commercialisé
VANTEC,10 MG,CETIRIZINE (DICHLORHYDRATE),BOITE DE 15,COMPRIME ENROBE SECABLE,Non Commercialisé
VANTEC,10 MG,CETIRIZINE (DICHLORHYDRATE),BOITE DE 30,COMPRIME ENROBE SECABLE,Commercialisé
VARGATEF,100 MG,NINTEDANIB ESILATE,BOITE DE 120 (2 BOITES DE 60 CHACUNE EMBALLEE DANS UN FILM PLASTIQUE),CAPSULE MOLLE,Non Commercialisé
VARGATEF,150 MG,NINTEDANIB ESILATE,BOITE DE 60,CAPSULE MOLLE,Non Commercialisé
VARILRIX,-,VACCIN CONTRE VARICELLE,FLACON MONODOSE + BOITE DE 1 SERINGUE PREREMPLIE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,Non Commercialisé
VARIVAX,"0,75 ML",VIRUS DE LA VARICELLE (VIVANT ET ATTENUE),BOITE DE 1 SERINGUE PREREMPLIE,POUDRE EN FLAÇON ET SOLUANT POUR SUSPENSION INJECTABLE,AMM Sans Prix
VARIVAX,"0,75 ML",VIRUS DE LA VARICELLE (VIVANT ET ATTENUE),BOITE DE 10 SERINGUE PREREMPLIE,POUDRE EN FLAÇON ET SOLUANT POUR SUSPENSION INJECTABLE,AMM Sans Prix
VARIVAX VACCIN,-,VIRUS VIVANTS ATTENUES DE LA VARICELLE SOUCHE,BOITE DE 1 FLACON UNIDOSE DE 10,POUDRE ET SOLVANT POUR SUSPENSION INJECTABLE,Commercialisé AO
VARIVAX VACCIN,-,VIRUS VIVANTS ATTENUES DE LA VARICELLE SOUCHE,BOITE DE 1 FLACON UNIDOSE UNITAIRE,POUDRE ET SOLVANT POUR SUSPENSION INJECTABLE,Commercialisé
VARTEX,160 MG,VALSARTAN,BOITE DE 14,COMPRIME PELLICULE,Commercialisé Export
VARTEX,160 MG,VALSARTAN,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VARTEX,40 MG,VALSARTAN,BOITE DE 14,COMPRIME PELLICULE,Commercialisé Export
VARTEX,40 MG,VALSARTAN,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VARTEX,80 MG,VALSARTAN,BOITE DE 14,COMPRIME PELLICULE,Commercialisé Export
VARTEX,80 MG,VALSARTAN,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VASCOR,20 MG / ML,TRIMETAZIDINE (DICHLORHYDRATE),FLACON DE 60 ML,SOLUTION BUVABLE EN GOUTTES,Non Commercialisé
VASCOR,20 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 60,COMPRIME PELLICULE,Commercialisé Export
VASCOR LM,35 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 30,COMPRIME A LIBERATION MODIFIEE,Non Commercialisé
VASCOR LM,35 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 60,COMPRIME A LIBERATION MODIFIEE,Commercialisé Export
VASCOR LM,35 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 90,COMPRIME A LIBERATION MODIFIEE,Non Commercialisé
VASTAREL,20 MG / ML,TRIMETAZIDINE (DICHLORHYDRATE),FLACON DE 60 ML,SOLUTION BUVABLE,Retiré du Marché
VASTAREL,35 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 60,COMPRIME PELLICULE A LIBERATION PROLONGEE,Commercialisé
VASTAREL,80 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 30,GELULE A LIBERATION PROLONGEE,Commercialisé
VASURIX,20 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 60,COMPRIME,Non Commercialisé
VASURIX,35 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 60,COMPRIME PELLICULE A LIBERATION PROLONGEE,Non Commercialisé
VAXIGRIP,15 µG,VIRUS DE LA GRIPPE QUADRIVALENT FRAGMENTE INACTIVE,BOITE DE 20 SERINGUES PRE-REMPLIES,SUSPENSION INJECTABLE,Retiré du Marché
VAXIGRIP,1DOSE,VIRUS DE LA GRIPPE QUADRIVALENT FRAGMENTE INACTIVE,"BOITE D'UNE SERINGUE D'UNE DOSE / 0,25 ML",SUSPENSION INJECTABLE,Retiré du Marché
VAXIGRIP,1DOSE,VIRUS DE LA GRIPPE QUADRIVALENT FRAGMENTE INACTIVE,"BOITE D'UNE SERINGUE D'UNE DOSE / 0,5 ML",SUSPENSION INJECTABLE,Non Commercialisé
VAXIGRIPTETRA,"15 µg / 0,5 ML",VIRUS DE LA GRIPPE QUADRIVALENT FRAGMENTE INACTIVE,BOITE DE 1,"SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLIE DE 0,5 ML",Commercialisé
VAXIGRIPTETRA,"15 µg / 0,5 ML",VIRUS DE LA GRIPPE QUADRIVALENT FRAGMENTE INACTIVE,BOITE DE 10,"SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLIE DE 0,5 ML",Commercialisé
VECA,5 MG,SOLIFENACINE SUCCINATE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
VECA,10 MG,SOLIFENACINE SUCCINATE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
VECA,10 MG,SOLIFENACINE SUCCINATE,BOITE DE 3,COMPRIME PELLICULE,AMM Sans Prix
VECA,10 MG,SOLIFENACINE SUCCINATE,BOITE DE 5,COMPRIME PELLICULE,AMM Sans Prix
VECA,10 MG,SOLIFENACINE SUCCINATE,BOITE DE 10,COMPRIME PELLICULE,AMM Sans Prix
VECA,10 MG,SOLIFENACINE SUCCINATE,BOITE DE 20,COMPRIME PELLICULE,AMM Sans Prix
VECA,5 MG,SOLIFENACINE SUCCINATE,BOITE DE 10,COMPRIME PELLICULE,AMM Sans Prix
VECA,5 MG,SOLIFENACINE SUCCINATE,BOITE DE 3,COMPRIME PELLICULE,AMM Sans Prix
VECA,5 MG,SOLIFENACINE SUCCINATE,BOITE DE 5,COMPRIME PELLICULE,AMM Sans Prix
VECA,5 MG,SOLIFENACINE SUCCINATE,BOITE DE 20,COMPRIME PELLICULE,AMM Sans Prix
VECTIBIX,20 MG / ML,PANITUMUMAB,BOITE DE 1 FLACON DE 20 ML,SOLUTION POUR PERFUSION (IV),Commercialisé
VECTIBIX,20 MG / ML,PANITUMUMAB,BOITE DE 1 FLACON DE 5 ML,SOLUTION POUR PERFUSION (IV),Commercialisé
VECTOR,20 MG,TADALAFIL,BOITE DE 1 SACHET,SACHET,Commercialisé
VECTOR,20 MG,TADALAFIL,BOITE DE 2 SACHETS,SACHET,Commercialisé
VECTOR,20 MG,TADALAFIL,BOITE DE 4 SACHETS,SACHET,Commercialisé
VECURONIUM SP,10 MG,VECURONIUM,BOITE DE 5,POUDRE LYOPHILISEE POUR SOLUTION INJECTABLE EN FLACON,AMM Sans Prix
VECURONIUM SP,4 MG,VECURONIUM,BOITE DE 10,POUDRE LYOPHILISEE POUR SOLUTION INJECTABLE EN FLACON,AMM Sans Prix
VEELBORE,"3,5 MG",BORTEZOMIB,BOITE DE 1,POUDRE POUR SOLUTION INJECTABLE EN FLACON DE 8 ML,Commercialisé AO
VEINAMITOL,3500 MG,TROXERUTINE,BOITE DE 10,SACHET,Non Commercialisé
VELAXOR LP,"37,5 MG",VENLAFAXINE (CHLORHYDRATE),BOITE DE 30,GELULE A LIBERATION PROLONGEE,Commercialisé
VELAXOR LP,75 MG,VENLAFAXINE (CHLORHYDRATE),BOITE DE 30,GELULE A LIBERATION PROLONGEE,Commercialisé
VELBIENNE,2 MG / 1 MG,DIENOGEST // VALERTAE D'ESTRADIOL,BOITE DE 28,COMPRIME PELLICULE,Retiré du Marché
VELCADE,1 MG,BORTEZOMIB,BOITE DE 1 FLACON DE 10 ML,POUDRE POUR SOLUTION IV,Commercialisé
VELCADE,"3,5 MG",BORTEZOMIB,BOITE DE 1 FLACON DE 10 ML,POUDRE POUR SOLUTION IV,Commercialisé
VELITEN,200 MG / 50 MG / 200 MG,VITAMINE C (ACIDE ASCORBIQUE) // ALPHA-TOCOPHEROL // RUTOSIDE,BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
VELPANAT,400 MG / 100 MG,SOFOSBUVIR // VELPATASVIR,BOITE DE 1 FLACON DE 28,COMPRIMES PELLICULES,Non Commercialisé
VEMLIDY,25 MG,TENOFOVIR ALAFENAMIDE FUMARATE,BOITE D'UN FLACON DE 30 COMPRIMES PELLICULES,COMPRIME PELLICULE,Commercialisé
VENCLYXTO,10 MG,VENETOCLAX,BOITE DE 14,COMPRIME PELLICULE,Commercialisé
VENCLYXTO,100 MG,VENETOCLAX,BOITE DE 112,COMPRIME PELLICULE,Commercialisé
VENCLYXTO,100 MG,VENETOCLAX,BOITE DE 14,COMPRIME PELLICULE,Commercialisé AO
VENCLYXTO,100 MG,VENETOCLAX,BOITE DE 7,COMPRIME PELLICULE,Commercialisé
VENCLYXTO,50 MG,VENETOCLAX,BOITE DE 7,COMPRIME PELLICULE,Commercialisé AO
VENDEP,150 MG,VENLAFAXINE (CHLORHYDRATE),BOITE DE 10,GELULE A LIBERATION PROLONGEE,Non Commercialisé
VENDEP,150 MG,VENLAFAXINE (CHLORHYDRATE),BOITE DE 30,GELULE A LIBERATION PROLONGEE,Commercialisé
VENDEP,"37,5 MG",VENLAFAXINE (CHLORHYDRATE),BOITE DE 10,GELULE A LIBERATION PROLONGEE,Commercialisé
VENDEP,75 MG,VENLAFAXINE (CHLORHYDRATE),BOITE DE 10,GELULE A LIBERATION PROLONGEE,Non Commercialisé
VENDEP,75 MG,VENLAFAXINE (CHLORHYDRATE),BOITE DE 30,GELULE A LIBERATION PROLONGEE,Commercialisé
VENOFER,100 MG / 5 ML,FER (COMPLEXE D'HYDROXIDE - SACCHAROSE),BOITE DE 5 AMPOULE DE 5 ML,SOLUTION INJECTABLE,Commercialisé
VENTOLINE,"0,5 MG / ML",SALBUTAMOL (SULFATE),BOITE DE 6 AMPOULES,SOLUTION INJECTABLE,Commercialisé
VENTOLINE,100 µG / DOSE,SALBUTAMOL (SULFATE),FLACON DE 200DOSES,SUSPENSION POUR INHALATION EN FLACON PRESSURISE,Commercialisé
VENTOLINE,2 MG / 5 ML,SALBUTAMOL (SULFATE),FLACON DE 150 ML,SOLUTION BUVABLE,Non Commercialisé
VENTOLINE,2 MG,SALBUTAMOL (SULFATE),BOITE DE 40,COMPRIME,Retiré du Marché
VENTOLINE,50 MG / 10 ML,SALBUTAMOL (SULFATE),FLACON DE 10ML,SOLUTION POUR INHALATION PAR NEBULISEUR,Commercialisé
VENTOLINE DISKUS,200 MG,SALBUTAMOL (SULFATE),BOITE DE 28,POUDRE POUR INHALATION BUCCALE,Retiré du Marché
VENTOLINE DISKUS,200 MG,SALBUTAMOL (SULFATE),BOITE DE 60,POUDRE POUR INHALATION BUCCALE,Retiré du Marché
VENTOLINE NEBULES,"5 MG / 2,5 ML",SALBUTAMOL (SULFATE),BOITE DE 20,SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE,Non Commercialisé
VENTOLINE NEBULES,"1,25 MG / 2,5 ML",SALBUTAMOL (SULFATE),BOITE DE 20,SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE,Non Commercialisé
VENTOLINE NEBULES,"2,5 MG / 2,5 ML",SALBUTAMOL (SULFATE),BOITE DE 20,SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE,Non Commercialisé
VENULA,200 MG,HYDROSMINE,BOITE DE 20,GELULE,Commercialisé
VENULA,200 MG,HYDROSMINE,BOITE DE 60,GELULE,Commercialisé
VEPRAN,150 MG,IRBESARTAN,BOITE DE 14,COMPRIME PELLICULE,Commercialisé Export
VEPRAN,150 MG,IRBESARTAN,BOITE de 28,COMPRIME PELLICULE,Commercialisé
VEPRAN,300 MG,IRBESARTAN,BOITE DE 14,COMPRIME PELLICULE,Commercialisé Export
VEPRAN,300 MG,IRBESARTAN,BOITE de 28,COMPRIME PELLICULE,Commercialisé
VERKAZIA,1 MG / ML,CICLOSPORINE,"BOITE DE 120 RECIPIENTS UNIDOSES DE 0,3 ML",COLLYRE EN EMULSION,AMM Sans Prix
VERMOGAL,"0,3G / 1,5 G / 0,06 G",BUTOXYDE DE PIPERONYLE // BENZODODECINIUM (BROMURE) // BIOALLETHRINE,TUBE DE 60 G,GEL DERMIQUE,Commercialisé
VERMOX,100 MG,MEBENDAZOLE,BOITE DE 6,COMPRIME,Non Commercialisé
VERMOX,20 MG / ML,MEBENDAZOLE,BOITE DE 1 FLACON DE 30 ML,SUSPENSION BUVABLE,Commercialisé
VERMOX,500 MG,MEBENDAZOLE,BOITE DE 1,COMPRIME,Commercialisé
VERORAB,"≥ 2,5 UI",VACCIN ANTIRABIQUE,BOITE DE 5 FLACONS DELYOPHILYSAT + 5 AMPOULESDE SOLVANT,POUDRE ET SOLVANT POUR SUSPENSION INJECTABLE,Non Commercialisé
VERORAB,"≥ 2,5 UI",VACCIN ANTIRABIQUE,BOITE DE 10 FLACONS DELYOPHILYSAT + 10 AMPOULESDE SOLVANT,POUDRE ET SOLVANT POUR SUSPENSION INJECTABLE,Commercialisé AO
VERQUVO,"2,5 MG",VERICIGUAT,BOITE DE 14,COMPRIMES PELLICULES,AMM Sans Prix
VERQUVO,5 MG,VERICIGUAT,BOITE DE 14,COMPRIMES PELLICULES,AMM Sans Prix
VERQUVO,10 MG,VERICIGUAT,BOITE DE 14,COMPRIMES PELLICULES,AMM Sans Prix
VERQUVO,10 MG,VERICIGUAT,BOITE DE 98,COMPRIMES PELLICULES,AMM Sans Prix
VERTIS,8 MG,BETAHISTINE (DICHLORHYDRATE),BOITE DE 50,COMPRIME,Non Commercialisé
VERZENIOS,100 MG,ABEMACICLIB,BOITE DE 14 COMPRIMES PELLICULES,COMPRIME PELLICULE,AMM Sans Prix
VERZENIOS,100 MG,ABEMACICLIB,BOITE DE 56 COMPRIMES PELLICULES,COMPRIME PELLICULE,Commercialisé
VERZENIOS,150 MG,ABEMACICLIB,BOITE DE 56 COMPRIMES PELLICULES,COMPRIME PELLICULE,Commercialisé
VERZENIOS,150 MG,ABEMACICLIB,BOITE DE 14 COMPRIMES PELLICULES,COMPRIME PELLICULE,AMM Sans Prix
VERZENIOS,50 MG,ABEMACICLIB,BOITE DE 56 COMPRIMES PELLICULES,COMPRIME PELLICULE,Commercialisé
VERZOL,"0,4 G / 10 ML",ALBENDAZOLE,FLACON DE 10ML,SUSPENSION ORALE,Commercialisé
VERZOL,400 MG,ALBENDAZOLE,BOITE DE 1,COMPRIME,Commercialisé
VESICULTURE,-,"MYCOBACTERIUM BOVIS BCG, SOUCHE DANOISE 1331, ATTENUEE",BOITE DE 4 FLACONS,POUDRE POUR SUSPENSION INTRA VESICALE,Non Commercialisé
VESSEL DUE F,250 LSU,SULODEXIDE,BOITE DE 50,CAPSULE,Non Commercialisé
VESSEL DUE FL,600 LSU / 2 M,SULODEXIDE,BOITE DE 10 AMPOULES,SOLUTION INJECTABLE,Non Commercialisé
VETRAM,500 MG / 5 ML,LEVETIRACETAM,BOITE DE 5 AMPOULES DE 5 ML DE SOLUTION,SOLUTION A DILUER POUR PERFUSION IV,Non Commercialisé
VEXOL,0.01,RIMEXOLONE,FLACON DE 5 ML,COLLYRE,Non Commercialisé
VEZAR,150 MG,IRBESARTAN,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
VEZAR,300 MG,IRBESARTAN,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
VEZAR,75 MG,IRBESARTAN,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
VFEND,200 MG,VORICONAZOLE,BOITE DE 14,COMPRIME,Commercialisé
VFEND,200 MG,VORICONAZOLE,1 FLACON DE 30 ML,POUDRE POUR PERFUSION,Commercialisé
VFEND,50 MG,VORICONAZOLE,BOITE DE 28,COMPRIME,Non Commercialisé
VIABET,50 MG,SITAGLIPTINE (PHOSPHATE MONOHYDRATE),BOITE DE 30,COMPRIMES PELLICULES,AMM Sans Prix
VIABET,50 MG,SITAGLIPTINE (PHOSPHATE MONOHYDRATE),BOITE DE 60,COMPRIMES PELLICULES,AMM Sans Prix
VIABET,100 MG,SITAGLIPTINE (PHOSPHATE MONOHYDRATE),BOITE DE 30,COMPRIMES PELLICULES,AMM Sans Prix
VIABET,100 MG,SITAGLIPTINE (PHOSPHATE MONOHYDRATE),BOITE DE 60,COMPRIMES PELLICULES,AMM Sans Prix
VIACORAM,"3,5 MG / 2,5 MG",PERINDOPRIL // AMLODIPINE,BOITE DE 30,COMPRIME,Commercialisé
VIACORAM,7 MG / 5 MG,PERINDOPRIL // AMLODIPINE,BOITE DE 30,COMPRIME,Commercialisé
VIACORLIX,"7 MG / 2,5 MG / 5 MG",PERINDOPRIL (ARGININE) // INDAPAMIDE // AMLODIPINE,BOITE DE 30,COMPRIMES PELLICULES,Commercialisé
VIAGRA,100 MG,SILDENAFIL,BOITE DE 1,COMPRIME,Commercialisé
VIAGRA,100 MG,SILDENAFIL,BOITE DE 4,COMPRIME,Commercialisé
VIAGRA,25 MG,SILDENAFIL,BOITE DE 8,COMPRIME,Non Commercialisé
VIAGRA,50 MG,SILDENAFIL,BOITE DE 1,COMPRIME,Commercialisé
VIAGRA,50 MG,SILDENAFIL,BOITE DE 4,COMPRIME,Commercialisé
VIAGRA ODT,50 MG,SILDENAFIL,BOITE DE 2,COMPRIME ORODISPERSIBLE,Non Commercialisé
VIAGRA ODT,50 MG,SILDENAFIL,BOITE DE 4,COMPRIME ORODISPERSIBLE,Non Commercialisé
VIALEBEX,40 MG / ML,ALBUMINE HUMAINE,FLACON DE 500 ML,SOLUTION INJECTABLE,Non Commercialisé
VIALEBEX,200 MG / ML,ALBUMINE HUMAINE,FLACON DE 100 ML,SOLUTION INJECTABLE,Commercialisé
VIALEBEX,200 MG / ML,ALBUMINE HUMAINE,FLACON DE 50 ML,SOLUTION INJECTABLE,Commercialisé AO
VIAPEN,10 MG / ML,CYCLOPENTOLATE (CHLORHYDRATE),FLACON DE 10 ML,COLLYRE EN SOLUTION,Commercialisé
VIARECT,100 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE,Non Commercialisé
VIARECT,100 MG,SILDENAFIL,BOITE DE 2,COMPRIME PELLICULE,Non Commercialisé
